canonical_document_id,sha256,company_name,company_slug,fiscal_year,technical_document_family,official_doc_type,official_doc_type_label,doc_type_stratum,doc_subtype,period_type,regulatory_status,parent_doc_id,status,taxonomy_notes,source_document_path,taxonomy_document_path,taxonomy_manifest_path,taxonomy_references_path,error_type,error_message
canonical_aad3e149a8a0e5aa54c24a30,ae4cc724e5928e2269f70df6790fa381c6252c8addf98483bc4923839f254ca2,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-aad3e149a8a0e5aa54c24a30\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-aad3e149a8a0e5aa54c24a30\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-aad3e149a8a0e5aa54c24a30\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-aad3e149a8a0e5aa54c24a30\references.json,,
canonical_0bc68f6c0041ee2f11ab4494,ae843812535e70b5e5802c45fda49fc18e8cfb5bb6fd1d391a0002dcd974b8c7,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-0bc68f6c0041ee2f11ab4494\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-0bc68f6c0041ee2f11ab4494\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-0bc68f6c0041ee2f11ab4494\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-0bc68f6c0041ee2f11ab4494\references.json,,
canonical_bdab1fa9b1d1a4e781178973,af3e861ccd5b9bce07cc6e078a5d820c898fbf5cc680c6700edd1f0117245785,Schneider Electric,schneider-electric,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\sbti-commitment\canonical-bdab1fa9b1d1a4e781178973\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\18_sbti_validation\canonical-bdab1fa9b1d1a4e781178973\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\18_sbti_validation\canonical-bdab1fa9b1d1a4e781178973\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\18_sbti_validation\canonical-bdab1fa9b1d1a4e781178973\references.json,,
canonical_8d03c740d24616319f13998c,b03cebab11bf714fe0d1fdaac91a5f2bf4317389f06b8c27f53b6327f0495d99,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-8d03c740d24616319f13998c\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-8d03c740d24616319f13998c\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-8d03c740d24616319f13998c\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-8d03c740d24616319f13998c\references.json,,
canonical_6a5eedb4b12a570997895ad5,b0f200ef194baa1c6910769d032ddc0d6df310a61ae4eabf10e390852027ac8f,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-6a5eedb4b12a570997895ad5\document.pdf,,,,,
canonical_6bfe6781b3ba73cb2fb04bde,b291f285adaf492fe285daa98640e114b7d69f5e7906d791ab3cde740bfdd62b,TotalEnergies,totalenergies,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\agm-document\canonical-6bfe6781b3ba73cb2fb04bde\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-6bfe6781b3ba73cb2fb04bde\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-6bfe6781b3ba73cb2fb04bde\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\16_agm_minutes_resolutions\canonical-6bfe6781b3ba73cb2fb04bde\references.json,,
canonical_c76f4c8b2475df8e94ebdecf,b29c2caed223376c4fc95b6bc45e0102cfef042bff8f276f8cfefe60e50356aa,Schneider Electric,schneider-electric,2024,annual_report,01_urd_annual_report,URD / annual report,core_reporting,annual_report,annual,regulated_or_standard_reporting,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\schneider-electric\2024\annual-report\canonical-c76f4c8b2475df8e94ebdecf\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\01_urd_annual_report\canonical-c76f4c8b2475df8e94ebdecf\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\01_urd_annual_report\canonical-c76f4c8b2475df8e94ebdecf\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\schneider-electric\2024\01_urd_annual_report\canonical-c76f4c8b2475df8e94ebdecf\references.json,,
canonical_00a718fde99895896df4521e,b2fb92c196a275d9eb8769a897b9b574d178856c13818c57301c3abc33ca9f08,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-00a718fde99895896df4521e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-00a718fde99895896df4521e\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-00a718fde99895896df4521e\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-00a718fde99895896df4521e\references.json,,
canonical_880718d1340a6ad22e1d1803,b322846a21ab10cee9a7056b598f07afebb87397810f878191c4b7f1621d626b,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-880718d1340a6ad22e1d1803\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-880718d1340a6ad22e1d1803\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-880718d1340a6ad22e1d1803\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-880718d1340a6ad22e1d1803\references.json,,
canonical_d8d480959d5833504e478503,b424fdc7da2749adbb859a518a255d837fd98766212f6aad51a6946cc5d12094,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-d8d480959d5833504e478503\document.pdf,,,,,
canonical_a2c4e6f704d52e76dedd3c06,b4506523ba336ef52d4f380f2aa2a4171d13ccf5be79dff97d99dc018d601135,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-a2c4e6f704d52e76dedd3c06\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-a2c4e6f704d52e76dedd3c06\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-a2c4e6f704d52e76dedd3c06\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-a2c4e6f704d52e76dedd3c06\references.json,,
canonical_91314465b43a8d001ce1d87b,b7f093e41a9f6f834185e116d954b0b4d630b20f7994c64cda867074ef8ec446,LVMH,lvmh,2024,cdp_response,17_cdp_response,CDP response,external_questionnaire,cdp_response,annual,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\cdp-response\canonical-91314465b43a8d001ce1d87b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-91314465b43a8d001ce1d87b\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-91314465b43a8d001ce1d87b\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-91314465b43a8d001ce1d87b\references.json,,
canonical_cae0c26fd97ef6c31bc91318,b82f478e47be536cfb594ec0d2106f8c64554be91b9c8705ca390c6e88e9e599,TotalEnergies,totalenergies,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\sbti-commitment\canonical-cae0c26fd97ef6c31bc91318\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-cae0c26fd97ef6c31bc91318\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-cae0c26fd97ef6c31bc91318\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\18_sbti_validation\canonical-cae0c26fd97ef6c31bc91318\references.json,,
canonical_86cd6702a4c56825a3fee6ba,b8f92e18ee957ceb3c3a85221caabb334ba0351d64d2704db983cc8bfe563d26,TotalEnergies,totalenergies,2024,cdp_response,17_cdp_response,CDP response,external_questionnaire,cdp_response,annual,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\cdp-response\canonical-86cd6702a4c56825a3fee6ba\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-86cd6702a4c56825a3fee6ba\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-86cd6702a4c56825a3fee6ba\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\17_cdp_response\canonical-86cd6702a4c56825a3fee6ba\references.json,,
canonical_84c6ee4f4c6b8dff4331d8bd,bafa52260427ac4d23bf9113c65e8036e4cb3e2d7751b134931602dab9077a65,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-84c6ee4f4c6b8dff4331d8bd\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-84c6ee4f4c6b8dff4331d8bd\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-84c6ee4f4c6b8dff4331d8bd\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-84c6ee4f4c6b8dff4331d8bd\references.json,,
canonical_576c4ebdb7ec39113e79bd18,bdcbb606a43f81070f65345ad71e3dd09b724daaf35bb677a7a4bdb76ecc0f59,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-576c4ebdb7ec39113e79bd18\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-576c4ebdb7ec39113e79bd18\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-576c4ebdb7ec39113e79bd18\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-576c4ebdb7ec39113e79bd18\references.json,,
canonical_38ec78eb122ff95a092aa37a,be00dec2028e6e6f85973a289e9e5621e6543eb26d9aff578c6553ee46ce5fa7,LVMH,lvmh,2024,sbti_commitment,18_sbti_validation,SBTi validation,external_validation,sbti_commitment,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sbti-commitment\canonical-38ec78eb122ff95a092aa37a\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-38ec78eb122ff95a092aa37a\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-38ec78eb122ff95a092aa37a\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\18_sbti_validation\canonical-38ec78eb122ff95a092aa37a\references.json,,
canonical_46ba29d60207c57de191ca65,c0294fa903042125e9347c0592847defd97f5da88182a640162598828d33b4f0,TotalEnergies,totalenergies,2024,annual_report,01_urd_annual_report,URD / annual report,core_reporting,annual_report,annual,regulated_or_standard_reporting,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\annual-report\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\01_urd_annual_report\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\01_urd_annual_report\canonical-46ba29d60207c57de191ca65\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\01_urd_annual_report\canonical-46ba29d60207c57de191ca65\references.json,,
canonical_46ba29d60207c57de191ca65,c0294fa903042125e9347c0592847defd97f5da88182a640162598828d33b4f0,TotalEnergies,totalenergies,2024,sustainability_report,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,core_sustainability,sustainability_report,annual,regulated_or_emerging_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\sustainability-report\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-46ba29d60207c57de191ca65\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-46ba29d60207c57de191ca65\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-46ba29d60207c57de191ca65\references.json,,
canonical_afa0257c1849f991949a3c94,c221f3684732fcb29102ce1830671fd49fe2e53fde24b3bbd976a7b54b10bea7,TotalEnergies,totalenergies,2024,vigilance_plan,04_vigilance_plan,Vigilance plan,due_diligence,vigilance_plan,annual,regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\vigilance-plan\canonical-afa0257c1849f991949a3c94\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\04_vigilance_plan\canonical-afa0257c1849f991949a3c94\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\04_vigilance_plan\canonical-afa0257c1849f991949a3c94\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\04_vigilance_plan\canonical-afa0257c1849f991949a3c94\references.json,,
canonical_4c8949ad2788d82743abe454,c414387fbd2a50f0a1f1c78d492bc1e4b867977df6187d012e48ac1a8b8d2485,TotalEnergies,totalenergies,2024,assurance_report,19_third_party_assurance_report,Third-party assurance report,assurance,assurance_report,annual_or_ad_hoc,regulated_or_voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\assurance-report\canonical-4c8949ad2788d82743abe454\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4c8949ad2788d82743abe454\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4c8949ad2788d82743abe454\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\19_third_party_assurance_report\canonical-4c8949ad2788d82743abe454\references.json,,
canonical_7505bbd1fbec797993658dbf,c43dfaa904aa17a97bbf775898167643c7f2d505bab3d14f46415365127cdd54,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-7505bbd1fbec797993658dbf\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-7505bbd1fbec797993658dbf\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-7505bbd1fbec797993658dbf\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-7505bbd1fbec797993658dbf\references.json,,
canonical_c363a9ce574cab881acddfd8,c461f7adf4692fb3d5aea688facd6735ebb05ba53307a2115a0d302493afcd81,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-c363a9ce574cab881acddfd8\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-c363a9ce574cab881acddfd8\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-c363a9ce574cab881acddfd8\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-c363a9ce574cab881acddfd8\references.json,,
canonical_89ab79e58ebfa3bb117f5347,c638941bd0c793d8d8eda12d523f769edd8951de2a5565fdf313b8dc848ff50a,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-89ab79e58ebfa3bb117f5347\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-89ab79e58ebfa3bb117f5347\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-89ab79e58ebfa3bb117f5347\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-89ab79e58ebfa3bb117f5347\references.json,,
canonical_d6e27095ba8ea532fa60b4ce,c65ec5c295536fd09cb15ccf7c6172f35215556f5d9b9f74f802a602d22b238d,TotalEnergies,totalenergies,2024,sustainability_report,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,core_sustainability,sustainability_report,annual,regulated_or_emerging_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\sustainability-report\canonical-d6e27095ba8ea532fa60b4ce\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-d6e27095ba8ea532fa60b4ce\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-d6e27095ba8ea532fa60b4ce\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\02_sustainability_statement_csrd_esrs\canonical-d6e27095ba8ea532fa60b4ce\references.json,,
canonical_d6e27095ba8ea532fa60b4ce,c65ec5c295536fd09cb15ccf7c6172f35215556f5d9b9f74f802a602d22b238d,TotalEnergies,totalenergies,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\corporate-policy\canonical-d6e27095ba8ea532fa60b4ce\document.pdf,,,,,
canonical_0969beb5209c1b2de367c80f,c943cd3777a0c657f3ccb7a9a3cc6e0baf3def551cdc43e641eb42db209e61c2,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-0969beb5209c1b2de367c80f\document.pdf,,,,,
canonical_7edf3073bafd23d66eac2682,c9eaa784b07391fe7b01bd8b40a4aa6cffaa9576db0394421fac2777aebaad6a,TotalEnergies,totalenergies,2024,investor_presentation,13_investor_presentations,Investor presentations,market_communication,investor_presentation,ad_hoc,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\totalenergies\2024\investor-presentation\canonical-7edf3073bafd23d66eac2682\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\13_investor_presentations\canonical-7edf3073bafd23d66eac2682\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\13_investor_presentations\canonical-7edf3073bafd23d66eac2682\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\totalenergies\2024\13_investor_presentations\canonical-7edf3073bafd23d66eac2682\references.json,,
canonical_3c6b05612884dba267bf6805,cb4f46a0de5e59d280ed6ce687ecc690a6dd8a1cda47d95767f080d72887ca42,LVMH,lvmh,2024,sustainability_report,02_sustainability_statement_csrd_esrs,Sustainability statement / CSRD / ESRS,core_sustainability,sustainability_report,annual,regulated_or_emerging_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\sustainability-report\canonical-3c6b05612884dba267bf6805\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\02_sustainability_statement_csrd_esrs\canonical-3c6b05612884dba267bf6805\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\02_sustainability_statement_csrd_esrs\canonical-3c6b05612884dba267bf6805\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\02_sustainability_statement_csrd_esrs\canonical-3c6b05612884dba267bf6805\references.json,,
canonical_3c6b05612884dba267bf6805,cb4f46a0de5e59d280ed6ce687ecc690a6dd8a1cda47d95767f080d72887ca42,LVMH,lvmh,2024,climate_report,03_climate_report_tcfd_transition_plan,Climate report / TCFD / transition plan,climate,climate_report,annual_or_ad_hoc,voluntary_or_regulated,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\climate-report\canonical-3c6b05612884dba267bf6805\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-3c6b05612884dba267bf6805\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-3c6b05612884dba267bf6805\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\03_climate_report_tcfd_transition_plan\canonical-3c6b05612884dba267bf6805\references.json,,
canonical_949aa502da5b9ccf1bb0df70,cc0cd029bc515475dbbdd4efffb54c7f0cc5ccb96649d71034081e5eba02395a,LVMH,lvmh,2024,corporate_policy,,,,corporate_policy_needs_review,perpetual,policy,,needs_review,"[""corporate_policy_needs_review""]",C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\corporate-policy\canonical-949aa502da5b9ccf1bb0df70\document.pdf,,,,,
canonical_8ab2f9ffe8177533dbe9b435,cc267e215c04a15c0b9bd32ab218842e6e54790727886c020824fc9b6151880a,LVMH,lvmh,2024,cdp_response,17_cdp_response,CDP response,external_questionnaire,cdp_response,annual,voluntary,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\cdp-response\canonical-8ab2f9ffe8177533dbe9b435\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-8ab2f9ffe8177533dbe9b435\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-8ab2f9ffe8177533dbe9b435\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\17_cdp_response\canonical-8ab2f9ffe8177533dbe9b435\references.json,,
canonical_fb8559b8a5c33278de21d853,ce7c5229952f0955a61d029885fe2f7164382bc20a9be4398ae7aa2ef2f14b98,LVMH,lvmh,2024,agm_document,16_agm_minutes_resolutions,AGM minutes / resolutions,governance,agm_document,annual_or_ad_hoc,regulated_or_official,,already_exists,[],C:\Users\hp\Desktop\ESG\ESGCorpus\lvmh\2024\agm-document\canonical-fb8559b8a5c33278de21d853\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-fb8559b8a5c33278de21d853\document.pdf,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-fb8559b8a5c33278de21d853\manifest.json,C:\Users\hp\Desktop\ESG\ESGCorpusTaxonomy\lvmh\2024\16_agm_minutes_resolutions\canonical-fb8559b8a5c33278de21d853\references.json,,
